id,posto_id,tipo,valor,created_at,updated_at
151,88,ETANOL,"R$ 3,23",2020-05-13 12:06:30+00,2020-07-13 00:21:49+00
145,83,ETANOL,"R$ 3,23",2020-05-13 12:06:30+00,2020-07-13 00:21:49+00
105,35,ETANOL,"R$ 3,23",2020-05-13 12:06:30+00,2020-07-13 00:21:49+00
139,66,ETANOL,"R$ 3,23",2020-05-13 12:06:30+00,2020-07-13 00:21:49+00
97,40,ETANOL,"R$ 3,23",2020-05-14 21:06:30+00,2020-07-13 00:21:49+00
152,63,ETANOL,"R$ 3,25",2020-05-13 12:06:30+00,2020-07-13 00:21:50+00
598,1,DIESEL S 1,"R$ 2,83",2020-05-23 18:03:51+00,2020-05-26 00:31:49+00
876,276,OLEO DIESEL B S500 BICO,"R$ 3,19",2020-06-04 12:05:33+00,2020-07-08 03:05:36+00
836,257,ETANOL,"R$ 3,40",2020-06-04 19:26:16+00,2020-06-27 05:46:18+00
839,260,ETANOL,"R$ 3,40",2020-06-04 19:26:16+00,2020-06-27 05:46:18+00
837,258,ETANOL,"R$ 3,40",2020-06-04 19:26:16+00,2020-06-27 05:46:18+00
875,275,OLEO DIESEL B S500 BICO,"R$ 3,19",2020-06-04 12:05:33+00,2020-07-08 03:05:36+00
841,262,ETANOL,"R$ 3,46",2020-06-04 19:26:16+00,2020-06-27 05:46:18+00
489,178,GASOLINA ADITIVADA,"R$ 3,42",2020-05-21 21:31:02+00,2020-05-21 21:31:02+00
587,137,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:04+00,2020-06-15 10:36:54+00
889,282,DIESEL S,"R$ 3,50",2020-06-04 12:05:34+00,2020-07-08 03:05:37+00
912,279,GASOLINA ADITIVADA,"R$ 4,18",2020-06-03 21:21:37+00,2020-07-12 03:21:34+00
356,52,GASOLINA COMUM,"R$ 4,26",2020-05-20 09:38:33+00,2020-06-30 00:12:01+00
843,263,ETANOL,"R$ 3,70",2020-06-04 19:26:16+00,2020-06-27 05:46:18+00
918,283,GASOLINA COMUM,"R$ 4,18",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
258,1,GASOLINA COMUM,"R$ 4,20",2020-05-13 06:17:22+00,2020-07-13 00:11:52+00
600,62,GASOLINA COMUM,"R$ 4,23",2020-05-24 03:11:56+00,2020-07-12 00:11:57+00
343,77,GASOLINA ADITIVADA,"R$ 4,20",2020-05-15 20:25:21+00,2020-07-13 00:11:53+00
911,269,GASOLINA COMUM,"R$ 4,21",2020-06-03 21:21:37+00,2020-07-12 03:21:34+00
403,102,DIESEL S,"R$ 2,74",2020-05-21 21:31:00+00,2020-05-21 21:31:00+00
908,270,GASOLINA COMUM,"R$ 4,26",2020-06-03 21:21:37+00,2020-07-12 03:21:34+00
396,96,ETANOL,"R$ 3,25",2020-05-21 14:31:06+00,2020-06-29 12:22:06+00
89,30,ETANOL,"R$ 3,20",2020-05-13 12:06:29+00,2020-07-13 00:21:49+00
933,282,GASOLINA COMUM,"R$ 4,46",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
821,257,GASOLINA COMUM,"R$ 4,43",2020-06-04 19:21:44+00,2020-06-27 05:56:26+00
85,14,ETANOL,"R$ 3,20",2020-05-13 12:06:29+00,2020-07-13 00:21:49+00
931,278,GASOLINA ADITIVADA,"R$ 4,56",2020-06-03 21:21:38+00,2020-07-12 03:21:35+00
414,113,DIESEL S,"R$ 2,79",2020-05-21 21:31:00+00,2020-05-21 21:31:00+00
949,288,ETANOL,"R$ 3,10",2020-06-03 18:41:19+00,2020-07-12 03:41:14+00
416,115,DIESEL S,"R$ 2,79",2020-05-21 21:31:00+00,2020-05-21 21:31:00+00
951,286,ETANOL,"R$ 3,18",2020-06-03 18:41:19+00,2020-07-12 03:41:14+00
123,42,ETANOL,"R$ 3,20",2020-05-13 12:06:30+00,2020-07-13 00:21:49+00
609,201,ETANOL,"R$ 3,20",2020-05-26 06:21:46+00,2020-07-13 00:21:49+00
962,286,GASOLINA COMUM,"R$ 4,18",2020-06-03 18:51:23+00,2020-07-12 03:51:24+00
948,294,DIESEL S500 BICO,"R$ 3,40",2020-06-04 18:31:18+00,2020-07-08 03:31:19+00
424,123,DIESEL S,"R$ 2,79",2020-05-21 21:31:00+00,2020-05-21 21:31:00+00
91,13,ETANOL,"R$ 3,20",2020-05-13 12:06:29+00,2020-07-13 00:21:49+00
374,91,OLEO DIESEL B S10 COMUM,"R$ 3,16",2020-05-21 01:31:27+00,2020-07-04 00:32:09+00
711,196,GASOLINA ADITIVADA,"R$ 3,96",2020-05-28 20:27:29+00,2020-06-10 00:41:52+00
232,13,OLEO DIESEL S10 BICO,"R$ 3,19",2020-05-15 03:07:15+00,2020-07-08 00:31:53+00
765,147,ETANOL,"R$ 2,99",2020-06-02 01:22:56+00,2020-06-10 00:46:46+00
249,46,OLEO DIESEL B S,"R$ 3,19",2020-05-15 06:07:15+00,2020-07-04 00:32:09+00
716,170,GASOLINA COMUM,"R$ 4,19",2020-05-28 17:27:29+00,2020-06-19 10:36:53+00
125,33,ETANOL,"R$ 3,20",2020-05-12 00:06:30+00,2020-07-13 00:21:49+00
1134,47,OLEO DIESEL S10 BICO,"R$ 3,19",2020-06-19 09:31:50+00,2020-07-08 00:31:53+00
117,54,ETANOL,"R$ 3,26",2020-05-13 12:06:30+00,2020-07-13 00:21:50+00
770,108,ETANOL,"R$ 3,29",2020-06-02 01:22:57+00,2020-06-15 10:46:47+00
1130,27,OLEO DIESEL S10 BICO,"R$ 3,19",2020-06-19 00:31:56+00,2020-07-08 00:31:53+00
158,93,ETANOL,"R$ 3,29",2020-05-13 12:06:30+00,2020-07-13 00:21:50+00
769,167,ETANOL,"R$ 2,99",2020-06-02 01:22:56+00,2020-06-06 00:46:46+00
331,77,OLEO DIESEL B S,"R$ 3,03",2020-05-17 11:25:20+00,2020-07-12 00:31:48+00
243,55,DIESEL ORIGINAL IPIRANGA BICO,"R$ 3,17",2020-05-14 06:07:15+00,2020-07-05 00:32:04+00
1009,177,ETANOL,"R$ 2,99",2020-06-07 00:46:49+00,2020-06-09 00:46:57+00
434,98,ONU 1202 OLEO DIESEL B S500 3 III,"R$ 2,96",2020-05-21 21:31:00+00,2020-06-10 00:56:49+00
712,225,GASOLINA COMUM,"R$ 3,54",2020-05-28 20:27:29+00,2020-05-28 20:27:29+00
370,79,BIODIESEL S500 BICO,"R$ 3,20",2020-05-20 10:31:26+00,2020-07-13 00:31:50+00
713,226,GASOLINA COMUM,"R$ 3,55",2020-05-28 20:27:29+00,2020-05-28 20:27:29+00
714,227,GASOLINA COMUM,"R$ 3,80",2020-05-28 20:27:29+00,2020-05-28 20:27:29+00
715,226,GASOLINA ADITIVADA,"R$ 3,85",2020-05-28 20:27:29+00,2020-05-28 20:27:29+00
718,228,GASOLINA COMUM,"R$ 3,90",2020-05-28 20:27:29+00,2020-05-28 20:27:29+00
218,69,DIESEL S10 BICO,"R$ 3,24",2020-05-14 06:07:14+00,2020-07-13 00:31:50+00
824,259,GASOLINA ADITIVADA,"R$ 4,48",2020-06-04 19:21:44+00,2020-06-27 05:56:27+00
502,113,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
566,100,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
546,127,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
822,258,GASOLINA COMUM,"R$ 4,48",2020-06-04 19:21:44+00,2020-06-27 05:56:27+00
730,157,GASOLINA COMUM,"R$ 3,96",2020-05-28 20:27:31+00,2020-05-28 20:27:31+00
1133,37,OLEO DIESEL S10 BICO,"R$ 3,19",2020-06-19 09:31:50+00,2020-07-08 00:31:53+00
797,132,GASOLINA ADITIVADA,"R$ 4,26",2020-06-02 09:41:54+00,2020-06-19 10:36:55+00
205,22,DIESEL BS,"R$ 3,24",2020-05-13 21:07:14+00,2020-07-13 00:31:50+00
240,87,OLEO DIESEL B S,"R$ 3,24",2020-05-11 18:07:15+00,2020-07-13 00:31:50+00
1141,57,OLEO DIESEL B S500 BICO,"R$ 3,19",2020-06-29 12:32:07+00,2020-06-29 12:32:07+00
236,12,OLEO DIESEL BS,"R$ 3,25",2020-05-13 15:07:15+00,2020-07-13 00:31:50+00
193,38,OLEO DIESEL BS,"R$ 3,25",2020-05-13 15:07:14+00,2020-07-13 00:31:50+00
826,261,GASOLINA COMUM,"R$ 4,50",2020-06-04 19:21:44+00,2020-06-27 05:56:27+00
828,257,GASOLINA ADITIVADA,"R$ 4,63",2020-06-04 19:21:44+00,2020-06-27 05:56:27+00
1090,155,OLEO DIESEL S,"R$ 2,92",2020-06-15 10:16:49+00,2020-06-15 10:16:49+00
717,209,GASOLINA COMUM,"R$ 3,99",2020-05-28 20:27:29+00,2020-06-11 00:41:57+00
397,97,OLEO DIESEL B S500 ADIT ONU 1202 III CL3 GR,"R$ 2,83",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
323,75,GNV,"R$ 2,59",2020-05-15 23:18:45+00,2020-06-27 12:02:08+00
122,58,ETANOL,"R$ 3,26",2020-05-14 06:06:30+00,2020-07-01 00:21:58+00
693,165,ETANOL,"R$ 2,99",2020-05-28 16:20:52+00,2020-06-09 00:46:57+00
903,275,ETANOL,"R$ 3,29",2020-06-04 00:13:18+00,2020-07-12 03:13:16+00
926,273,GASOLINA COMUM,"R$ 4,34",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
514,187,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
501,182,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
817,248,ETANOL,"R$ 2,99",2020-06-04 12:46:52+00,2020-06-08 00:46:48+00
1018,133,OLEO DIESEL B S500 ADITIVADO,"R$ 2,89",2020-06-08 21:56:55+00,2020-06-27 10:16:50+00
503,113,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
296,46,GASOLINA COMUM,"R$ 4,23",2020-05-15 00:17:23+00,2020-07-13 00:11:53+00
586,119,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
537,115,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1025,76,GASOLINA COMUM,"R$ 4,23",2020-06-09 06:11:53+00,2020-07-13 00:11:53+00
584,112,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
543,127,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
507,184,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
297,35,GASOLINA COMUM,"R$ 4,23",2020-05-15 03:17:23+00,2020-07-12 00:11:57+00
513,104,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
1017,175,ETANOL,"R$ 2,99",2020-06-09 00:46:57+00,2020-06-09 00:46:57+00
532,123,GASOLINA COMUM,"R$ 4,24",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
430,129,DIESEL S10 BICO," R$ 2,99",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
170,9,OLEO DIESEL BS,"R$ 3,22",2020-05-13 09:07:14+00,2020-07-13 00:31:50+00
202,14,DIESEL BS,"R$ 3,24",2020-05-13 12:07:14+00,2020-07-13 00:31:50+00
1030,154,GASOLINA COMUM,"R$ 3,95",2020-06-11 00:41:56+00,2020-06-11 00:41:56+00
771,239,ETANOL,"R$ 2,99",2020-06-02 01:22:57+00,2020-06-11 00:46:48+00
182,2,DIESEL S 1 0 BICO,"R$ 3,20",2020-05-14 18:07:14+00,2020-07-07 00:31:53+00
1058,238,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-15 10:36:53+00
798,138,GASOLINA COMUM,"R$ 4,26",2020-06-02 12:41:54+00,2020-06-15 10:36:54+00
506,134,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
573,119,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
504,107,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 21:31:02+00,2020-06-15 10:36:54+00
510,104,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
208,44,OLEO DIESEL S,"R$ 3,24",2020-05-11 09:07:14+00,2020-07-13 00:31:50+00
451,145,DIESEL B S,"R$ 2,93",2020-05-21 21:31:01+00,2020-05-21 21:31:01+00
733,205,GNV,"R$ 2,72",2020-05-28 09:17:47+00,2020-06-30 14:00:10+00
744,222,GNV,"R$ 2,75",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
491,114,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
500,181,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
734,221,GNV,"R$ 2,79",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
736,229,GNV,"R$ 2,89",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
505,183,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
742,172,GNV,"R$ 2,89",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
1008,207,GASOLINA ADITIVADA,"R$ 4,26",2020-06-07 00:41:54+00,2020-06-15 10:36:54+00
737,168,GNV,"R$ 2,89",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
738,158,GNV,"R$ 2,92",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
477,169,DIESEL COMUM,"R$ 3,00",2020-05-21 21:31:01+00,2020-05-21 21:31:01+00
365,73,OLEO DIESEL B S10 BICO,"R$ 3,24",2020-05-20 07:31:24+00,2020-07-13 00:31:50+00
200,24,DIESEL BS,"R$ 3,24",2020-05-13 15:07:14+00,2020-07-13 00:31:50+00
239,86,OLEO DIESEL B S,"R$ 3,24",2020-05-11 18:07:15+00,2020-07-13 00:31:50+00
402,101,DIESEL BS,"R$ 3,04",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
400,99,DIESEL BS,"R$ 3,07",2020-05-21 15:31:00+00,2020-06-27 10:16:50+00
739,210,GNV,"R$ 2,98",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
1125,50,OLEO DIESEL B S 10 BICO,"R$ 3,15",2020-06-15 00:31:52+00,2020-07-01 00:31:55+00
1091,315,GASOLINA COMUM,"R$ 4,19",2020-06-15 07:36:53+00,2020-06-19 10:36:53+00
534,118,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:53+00
567,121,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
556,136,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
492,99,GASOLINA COMUM,"R$ 4,24",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
516,134,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
524,181,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
1138,90,OLEO DIESEL S10 BICO,"R$ 3,19",2020-06-19 12:31:50+00,2020-07-05 00:32:04+00
719,204,GASOLINA ADITIVADA,"R$ 4,26",2020-05-28 17:27:29+00,2020-06-19 10:36:54+00
1022,309,ETANOL,"R$ 3,30",2020-06-08 18:41:21+00,2020-07-08 03:41:19+00
497,179,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
1136,59,DIESEL S,"R$ 3,04",2020-06-19 21:31:50+00,2020-06-20 12:32:00+00
498,180,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
722,206,GASOLINA COMUM,"R$ 4,26",2020-05-28 17:27:29+00,2020-06-19 10:36:54+00
515,130,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
804,148,ETANOL,"R$ 2,99",2020-06-02 12:46:50+00,2020-06-08 00:46:47+00
495,166,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
571,120,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
683,159,ETANOL,"R$ 3,10",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
423,122,DIESEL S,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
527,190,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
523,126,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
550,186,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
684,213,ETANOL,"R$ 2,99",2020-05-28 16:20:51+00,2020-06-10 00:46:46+00
494,101,GASOLINA COMUM,"R$ 4,24",2020-05-21 18:31:02+00,2020-06-19 10:36:53+00
493,99,GASOLINA ADITIVADA,"R$ 4,24",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
723,206,GASOLINA ADITIVADA,"R$ 4,26",2020-05-28 17:27:30+00,2020-06-19 10:36:55+00
552,191,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
699,220,ETANOL,"R$ 3,29",2020-05-28 13:20:52+00,2020-06-19 10:46:48+00
810,252,ETANOL,"R$ 3,29",2020-06-03 12:47:07+00,2020-06-15 10:46:47+00
1057,246,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1059,153,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
811,253,ETANOL,"R$ 3,29",2020-06-03 09:47:08+00,2020-06-19 10:46:48+00
805,250,ETANOL,"R$ 2,99",2020-06-02 12:46:50+00,2020-06-11 00:46:48+00
1021,309,DIESEL B S,"R$ 3,57",2020-06-09 00:31:21+00,2020-06-20 03:31:20+00
704,150,ETANOL,"R$ 3,29",2020-05-28 13:20:52+00,2020-06-19 10:46:48+00
541,190,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
1031,128,GASOLINA COMUM,"R$ 3,97",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1032,128,GASOLINA ADITIVADA,"R$ 3,97",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
337,77,GASOLINA COMUM,"R$ 4,20",2020-05-14 14:25:20+00,2020-07-13 00:11:53+00
923,268,GASOLINA COMUM,"R$ 4,22",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
1033,217,GASOLINA COMUM," R$ 3,97",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1034,109,GASOLINA COMUM,"R$ 3,97",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
529,177,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:03+00,2020-05-21 21:31:03+00
1035,211,GASOLINA COMUM,"R$ 3,98",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1036,100,GASOLINA ADITIVADA,"R$ 3,98",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
520,124,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
533,140,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:03+00,2020-05-21 21:31:03+00
569,182,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1037,173,GASOLINA COMUM,"R$ 3,98",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
559,101,GASOLINA ADITIVADA,"R$ 4,24",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1038,176,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
681,168,ETANOL,"R$ 2,99",2020-05-28 16:20:51+00,2020-06-11 00:46:48+00
1039,230,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
528,123,GASOLINA ADITIVADA,"R$ 4,24",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
72,5,ETANOL,"R$ 3,18",2020-05-13 12:06:29+00,2020-07-13 00:21:48+00
1040,224,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1041,161,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
574,124,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
575,196,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:54+00
560,174,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:03+00,2020-05-21 21:31:03+00
806,249,OLEO DIESEL BS 10 COMUM BICO,"R$ 2,80",2020-06-02 12:56:48+00,2020-06-15 10:16:49+00
561,103,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
545,102,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
568,103,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
724,205,GASOLINA COMUM,"R$ 4,26",2020-05-28 17:27:30+00,2020-06-19 10:36:54+00
542,192,GASOLINA ADITIVADA,"R$ 3,94",2020-05-21 21:31:03+00,2020-06-11 00:41:56+00
572,147,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:03+00,2020-05-21 21:31:03+00
547,111,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1042,160,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1043,244,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
213,1,DIESEL S 1 0 BICO,"R$ 3,17",2020-05-13 12:07:14+00,2020-07-01 00:31:55+00
720,146,GASOLINA COMUM,"R$ 4,26",2020-05-28 17:27:29+00,2020-06-19 10:36:54+00
580,175,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:04+00,2020-05-21 21:31:04+00
522,189,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:02+00,2020-06-15 10:36:54+00
1044,210,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
549,193,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
615,204,ETANOL,"R$ 3,06",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
362,85,DIESEL S,"R$ 3,16",2020-05-19 19:31:06+00,2020-07-13 00:31:49+00
157,50,ETANOL,"R$ 3,37",2020-05-14 12:06:30+00,2020-07-05 00:21:51+00
544,122,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1053,221,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
555,106,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
799,138,GASOLINA ADITIVADA,"R$ 4,26",2020-06-02 12:41:54+00,2020-06-15 10:36:54+00
578,121,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
1045,251,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
496,166,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
525,183,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
928,274,GASOLINA COMUM,"R$ 4,22",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
750,235,GNV,"R$ 3,20",2020-05-28 12:17:48+00,2020-06-29 14:00:18+00
536,115,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1046,159,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
562,102,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
1047,162,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
508,185,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
557,136,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
521,188,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
585,195,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
1078,228,ETANOL,"R$ 3,14",2020-06-10 21:46:48+00,2020-06-19 10:46:47+00
618,101,ETANOL,"R$ 3,24",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
565,116,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
593,120,GNV,"R$ 2,72",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
592,132,GNV,"R$ 2,72",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
588,153,GNV,"R$ 2,75",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
589,197,GNV,"R$ 2,79",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
439,137,DIESEL BS,"R$ 3,06",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
221,68,DIESEL S10 BICO,"R$ 3,24",2020-05-14 03:07:14+00,2020-07-13 00:31:50+00
590,198,GNV,"R$ 2,79",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
591,199,GNV,"R$ 2,79",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
1048,203,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
431,130,DIESEL S 1 0 BICO,"R$ 3,08",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
419,118,DIESEL S,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
1049,151,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1050,310,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1051,253,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1052,163,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1054,239,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1055,219,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1056,243,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
616,99,ETANOL,"R$ 3,24",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
594,122,GNV,"R$ 2,87",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
375,76,DIESEL S 10 BICO,"R$ 3,25",2020-05-21 00:00:29+00,2020-07-07 00:31:54+00
